Id,Utterance,Original Intent,Original Granular Intent,Final Processed String,ClassifiedRUIntent,ClassificationScoreRU,Classified Intent 1,Classification Score 1,Classified Intent 2,Classification Score 2,Diff between Top Intents,Recognition Source,Correct Classification,Is crossed threshold,is correct and crossed threshold
SynData23Nov_00702,Do these shoes stain easy?,Footwear_Care,Footwear_Care,classless do these _class_Category_Give stain easy f classless,Footwear_Care,0.262820592578,Footwear_Care,0.262820592578,,0.0,0.262820592578,web2nl,True,False,False
SynData23Nov_00703,Do these shoes stain easy?,Footwear_Care,Footwear_Care,classless do these _class_Category_Give stain easy f classless,Footwear_Care,0.262820592578,Footwear_Care,0.262820592578,,0.0,0.262820592578,web2nl,True,False,False
SynData23Nov_00704,Are your shoes stain proof?,Footwear_Care,Footwear_Care,classless _class_Category_Give stain proof f classless,None_None,0.0531328312445,None_None,0.0531328312445,,0.0,0.0531328312445,web2nl,False,True,False
SynData23Nov_00705,Do I need to treat my shoes to be waterproof?,Footwear_Care,Footwear_Care,classless do need treat _class_Category_Give waterproof f classless,Footwear_Care,0.585856864691,Footwear_Care,0.585856864691,,0.0,0.585856864691,web2nl,True,True,True
SynData23Nov_00706,Will I need to retreat my shoes to keep them waterproof?,Footwear_Care,Footwear_Care,classless will need retreat _class_Category_Give keep them waterproof f classless,Footwear_Care,0.825126280311,Footwear_Care,0.825126280311,,0.0,0.825126280311,web2nl,True,True,True
SynData23Nov_00707,How can I make my shoes waterproof again?,Footwear_Care,Footwear_Care,classless how can make _class_Category_Give waterproof again f classless,Footwear_Care,0.330224784304,Footwear_Care,0.330224784304,,0.0,0.330224784304,web2nl,True,False,False
SynData23Nov_00708,My gift card is showing zero,GiftCard_Query,GiftCard_Query,classless gift card show _class_number classless,GiftCard_Query,0.995024154862,GiftCard_Query,0.995024154862,,0.0,0.995024154862,web2nl,True,True,True
SynData23Nov_00709,There is no balance on my gift card,GiftCard_Query,GiftCard_Query,classless there _class_negation balance on gift card classless,GiftCard_Query,0.995029953082,GiftCard_Query,0.995029953082,,0.0,0.995029953082,web2nl,True,True,True
SynData23Nov_00710,How do I check the balance on my gift card?,GiftCard_Query,GiftCard_Query,classless how do check balance on gift card f classless,GiftCard_Query,0.995749089363,GiftCard_Query,0.995749089363,,0.0,0.995749089363,web2nl,True,True,True
SynData23Nov_00711,Gift card isn't working,GiftCard_Query,GiftCard_Query,classless gift card inst work classless,GiftCard_Query,0.978381595049,GiftCard_Query,0.978381595049,,0.0,0.978381595049,web2nl,True,True,True
SynData23Nov_00712,Where do I enter the gift card?,GiftCard_Query,GiftCard_Query,classless where do enter gift card f classless,GiftCard_Query,0.997237213508,GiftCard_Query,0.997237213508,,0.0,0.997237213508,web2nl,True,True,True
SynData23Nov_00713,What box do I enter the gift card?,GiftCard_Query,GiftCard_Query,classless what box do enter gift card f classless,GiftCard_Query,0.995261979377,GiftCard_Query,0.995261979377,,0.0,0.995261979377,web2nl,True,True,True
SynData23Nov_00714,Where is the gift card PIN?,GiftCard_Query,GiftCard_Query,classless where gift card ping classless,GiftCard_Query,0.986162235807,GiftCard_Query,0.986162235807,,0.0,0.986162235807,web2nl,True,True,True
SynData23Nov_00715,I scratched off the PIN,GiftCard_Query,GiftCard_Query,classless scratch off pin classless,GiftCard_Query,0.995021253229,GiftCard_Query,0.995021253229,,0.0,0.995021253229,web2nl,True,True,True
SynData23Nov_00716,What is the gift card PIN?,GiftCard_Query,GiftCard_Query,classless what gift card ping classless,GiftCard_Query,0.984450723128,GiftCard_Query,0.984450723128,,0.0,0.984450723128,web2nl,True,True,True
SynData23Nov_00717,There is no PIN on my gift card,GiftCard_Query,GiftCard_Query,classless there _class_negation pin on gift card classless,GiftCard_Query,0.997867441839,GiftCard_Query,0.997867441839,,0.0,0.997867441839,web2nl,True,True,True
